,Post_ID,Platform,Hashtag,Content_Type,Region,Views,Likes,Shares,Comments,Engagement_Level,Total_Engagement,Engagement_Rate,Virality_Score
2058,Post_2059,Twitter,#Viral,Live Stream,Canada,2986450,287776,17350,35190,Low,340316,0.114,0.11976292923035711
2059,Post_2060,YouTube,#Education,Reel,Brazil,4010899,237962,78747,30545,High,347254,0.0866,0.1062108519810646
2060,Post_2061,Twitter,#Gaming,Live Stream,Canada,3707314,424026,93907,46065,Medium,563998,0.1521,0.17746136421139402
2061,Post_2062,Twitter,#Challenge,Shorts,Canada,372995,141809,46091,13991,High,201891,0.5413,0.6648400112602045
2062,Post_2063,TikTok,#Comedy,Video,USA,2395144,9089,25973,2929,High,37991,0.0159,0.026705701202098912
2063,Post_2064,YouTube,#Viral,Video,USA,4223193,176020,88836,18233,High,283089,0.067,0.08806725148483624
2064,Post_2065,YouTube,#Education,Live Stream,USA,2990937,437335,28808,37570,Low,503713,0.1684,0.17804487356303392
2065,Post_2066,TikTok,#Viral,Shorts,Australia,2188445,414224,59543,33103,Low,506870,0.2316,0.25881984696896654
2066,Post_2067,Twitter,#Tech,Reel,Australia,2488603,78159,50447,42943,Medium,171549,0.0689,0.08920506806429149
2067,Post_2068,Twitter,#Education,Live Stream,Japan,1154826,136734,83646,39191,Low,259571,0.2248,0.2972023490984789
2068,Post_2069,TikTok,#Viral,Video,Japan,2547428,444557,87696,16993,Low,549246,0.2156,0.25003336698819356
2069,Post_2070,Instagram,#Tech,Reel,Germany,3658771,290514,58998,36045,High,385557,0.1054,0.1215039148391632
2070,Post_2071,TikTok,#Comedy,Video,UK,2251120,333971,79937,1186,High,415094,0.1844,0.21990431429688334
2071,Post_2072,YouTube,#Education,Live Stream,Canada,3638549,57913,23342,2629,Low,83884,0.0231,0.029469439603534264
2072,Post_2073,TikTok,#Challenge,Reel,Brazil,1579972,111961,78755,42502,Low,233218,0.1476,0.19745476502115228
2073,Post_2074,TikTok,#Education,Video,Japan,4139460,150081,25585,34528,High,210194,0.0508,0.05695887869432245
2074,Post_2075,Instagram,#Fashion,Shorts,Australia,293601,338084,69736,30711,Medium,438531,1.4936,1.7311487358694282
2075,Post_2076,TikTok,#Dance,Reel,Canada,4935367,456736,55765,42618,High,555119,0.1125,0.12377681335552149
2076,Post_2077,Instagram,#Education,Reel,Japan,453975,48308,60971,38116,Medium,147395,0.3247,0.45898122143289827
2077,Post_2078,Instagram,#Fitness,Post,India,356764,263855,20640,43357,Low,327852,0.919,0.9768138040833716
2078,Post_2079,Twitter,#Dance,Tweet,UK,2269963,333069,81591,17434,Low,432094,0.1904,0.22629664007739334
2079,Post_2080,Instagram,#Tech,Video,Australia,4203091,443042,43058,13463,Medium,499563,0.1189,0.12910046439632167
2080,Post_2081,YouTube,#Music,Video,India,509123,259581,53583,2019,High,315183,0.6191,0.724316127929793
2081,Post_2082,Instagram,#Fitness,Shorts,USA,1396437,367349,24578,35760,Medium,427687,0.3063,0.3238706794506304
2082,Post_2083,Twitter,#Viral,Reel,Australia,852224,97960,48879,46512,Medium,193351,0.2269,0.2842327838690297
2083,Post_2084,YouTube,#Fitness,Video,Japan,2393584,145807,92401,29656,Low,267864,0.1119,0.15051278751863315
2084,Post_2085,Instagram,#Tech,Post,Germany,142695,223095,15542,11469,Medium,250106,1.7527,1.8616489715827464
2085,Post_2086,Twitter,#Tech,Tweet,UK,734242,113418,42016,49506,Medium,204940,0.2791,0.33634142421708374
2086,Post_2087,Twitter,#Music,Reel,India,2255727,43344,23104,29427,Low,95875,0.0425,0.052745301182279596
2087,Post_2088,TikTok,#Dance,Tweet,Brazil,2085790,301010,93981,40343,Low,435334,0.2087,0.2537719521140671
2088,Post_2089,YouTube,#Comedy,Video,Japan,97074,436030,82440,9626,High,528096,5.4401,6.2893874775944125
2089,Post_2090,Instagram,#Viral,Reel,India,1737131,359589,16428,25826,Low,401843,0.2313,0.24078264678944766
2090,Post_2091,Twitter,#Viral,Shorts,UK,229483,328091,45989,23851,Medium,397931,1.734,1.9344352304963766
2091,Post_2092,Twitter,#Fashion,Reel,Australia,1173942,223986,1007,5877,Low,230870,0.1967,0.19751997969235277
2092,Post_2093,Instagram,#Gaming,Tweet,USA,2430472,83691,70843,41634,Medium,196168,0.0807,0.10985973094937938
2093,Post_2094,Instagram,#Fashion,Shorts,USA,3010836,422269,58452,4866,High,485587,0.1613,0.18069366780522086
2094,Post_2095,Instagram,#Fitness,Reel,Brazil,448051,256526,88555,9475,Medium,354556,0.7913,0.9889744694242396
2095,Post_2096,TikTok,#Challenge,Shorts,Canada,94169,128922,215,48847,High,177984,1.89,1.892331871422655
2096,Post_2097,TikTok,#Fitness,Post,Brazil,3759988,283295,67140,3530,Medium,353965,0.0941,0.11199636807351512
2097,Post_2098,TikTok,#Comedy,Live Stream,Australia,3003843,320819,72442,1410,High,394671,0.1314,0.15550513126018903
2098,Post_2099,TikTok,#Fitness,Shorts,Japan,3382006,410513,17552,18639,Low,446704,0.1321,0.13727237621695526
2099,Post_2100,Instagram,#Challenge,Reel,UK,2292806,162800,30173,43887,Medium,236860,0.1033,0.11646558845362408
2100,Post_2101,YouTube,#Fashion,Reel,UK,2635064,198420,10257,2620,Low,211297,0.0802,0.08407917227057862
2101,Post_2102,Twitter,#Viral,Post,Canada,2073534,409007,30389,40273,Low,479669,0.2313,0.2459848741327608
2102,Post_2103,TikTok,#Education,Tweet,Japan,3262646,374397,6751,40244,High,421392,0.1292,0.13122569840552728
2103,Post_2104,Twitter,#Comedy,Shorts,Japan,839182,195990,75841,49010,Medium,320841,0.3823,0.4727007967282425
2104,Post_2105,TikTok,#Dance,Tweet,Brazil,4124260,26004,93306,38219,High,157529,0.0382,0.060819395479431465
2105,Post_2106,TikTok,#Fashion,Post,India,4979485,346102,73812,44802,High,464716,0.0933,0.10814933672859743
2106,Post_2107,Twitter,#Dance,Tweet,UK,4940565,326871,92268,5785,High,424924,0.086,0.10468276401585648
2107,Post_2108,YouTube,#Gaming,Shorts,Japan,3498297,280997,67445,41756,Low,390198,0.1115,0.13081879554537537
2108,Post_2109,Instagram,#Challenge,Video,India,3886364,247013,99313,15416,High,361742,0.0931,0.11863402398745974
2109,Post_2110,Twitter,#Viral,Live Stream,USA,1338312,264567,75100,16361,High,356028,0.266,0.32214311759888575
2110,Post_2111,TikTok,#Education,Tweet,Brazil,4925928,223449,71385,24086,Medium,318920,0.0647,0.07923481626203226
2111,Post_2112,YouTube,#Dance,Post,Brazil,16410,88118,70254,9681,Medium,168053,10.2409,14.52205971968312
2112,Post_2113,TikTok,#Dance,Live Stream,Germany,1778307,57050,82609,28347,Medium,168006,0.0945,0.14092898470286627
2113,Post_2114,Instagram,#Challenge,Shorts,India,3692069,182095,72323,13292,Medium,267710,0.0725,0.09209822459981111
2114,Post_2115,YouTube,#Fashion,Post,Canada,2408155,331242,45520,30152,Low,406914,0.169,0.18787578042111078
2115,Post_2116,Twitter,#Education,Reel,India,1338230,350566,75830,44606,Low,471002,0.352,0.40862333081757246
2116,Post_2117,Twitter,#Gaming,Video,Germany,3252632,398969,85010,22720,Low,506699,0.1558,0.18191698292336791
2117,Post_2118,Instagram,#Tech,Post,USA,2800983,294183,6110,21898,Low,322191,0.115,0.11720920833864397
2118,Post_2119,Twitter,#Fitness,Post,India,1191790,18070,38513,39735,High,96318,0.0808,0.11313318621569236
2119,Post_2120,TikTok,#Fashion,Video,Australia,932583,243874,61449,31026,Low,336349,0.3607,0.42655506265930215
2120,Post_2121,Twitter,#Challenge,Video,USA,2088610,416340,73103,8029,Low,497472,0.2382,0.2731840793637874
2121,Post_2122,Instagram,#Fashion,Reel,UK,2975538,428206,273,5526,Low,434005,0.1459,0.1459494047799087
2122,Post_2123,Instagram,#Gaming,Shorts,India,1518636,419030,5094,14494,Medium,438618,0.2888,0.2921779807669514
2123,Post_2124,TikTok,#Challenge,Post,UK,912055,363839,15376,24499,Medium,403714,0.4426,0.45950079764926455
2124,Post_2125,Instagram,#Viral,Live Stream,USA,812313,84212,67698,12732,Medium,164642,0.2027,0.28602275231345553
2125,Post_2126,YouTube,#Fashion,Shorts,USA,2367290,417154,30197,40668,Low,488019,0.2062,0.2189068512940958
2126,Post_2127,Twitter,#Tech,Reel,Australia,802693,337801,95338,43967,Low,477106,0.5944,0.7131543441888742
2127,Post_2128,TikTok,#Music,Post,UK,1883707,129899,15872,30639,Medium,176410,0.0937,0.10207638449079395
2128,Post_2129,TikTok,#Viral,Live Stream,Canada,1274494,317324,32727,21300,High,371351,0.2914,0.31704974680147574
2129,Post_2130,YouTube,#Music,Video,Canada,1152050,57749,49408,17292,Low,124449,0.108,0.1509109847662862
2130,Post_2131,TikTok,#Fitness,Post,UK,2757579,463841,73343,31447,Low,568631,0.2062,0.23280348450579294
2131,Post_2132,TikTok,#Education,Post,Japan,1816648,16624,67249,37672,High,121545,0.0669,0.10392437059903735
2132,Post_2133,TikTok,#Education,Tweet,India,4016595,201094,92285,20196,Medium,313575,0.0781,0.1010457862941123
2133,Post_2134,Instagram,#Comedy,Shorts,Brazil,3685642,89680,72848,26621,Low,189149,0.0513,0.07108585152871603
2134,Post_2135,YouTube,#Fashion,Tweet,Japan,1115325,368716,8007,4218,High,380941,0.3416,0.34873063905139756
2135,Post_2136,YouTube,#Tech,Tweet,UK,3808359,310007,69591,9596,Low,389194,0.1022,0.12046789706537646
2136,Post_2137,Instagram,#Gaming,Reel,Australia,3894059,344593,93343,21314,Medium,459250,0.1179,0.14190668400247658
2137,Post_2138,YouTube,#Education,Post,Brazil,2748098,238202,11437,42674,High,292313,0.1064,0.11053099270841142
2138,Post_2139,YouTube,#Challenge,Video,Japan,2221509,94536,30994,17067,Low,142597,0.0642,0.07814102936337418
2139,Post_2140,Instagram,#Music,Reel,Brazil,2854637,188755,50133,48809,Low,287697,0.1008,0.11834429386293248
2140,Post_2141,Instagram,#Music,Video,Germany,1155651,50816,83762,21207,High,155785,0.1348,0.20728316766913193
2141,Post_2142,YouTube,#Challenge,Live Stream,Australia,3863014,248275,65817,25327,Medium,339419,0.0879,0.10490150954669074
2142,Post_2143,YouTube,#Challenge,Live Stream,Brazil,1653694,108742,26758,18715,Medium,154215,0.0933,0.10943560295919318
2143,Post_2144,Instagram,#Fashion,Video,USA,4429431,5153,43971,14991,Low,64115,0.0145,0.024401779822284173
2144,Post_2145,TikTok,#Education,Reel,Australia,454948,306641,59145,37973,High,403759,0.8875,1.017487712881472
2145,Post_2146,Twitter,#Viral,Tweet,UK,2664697,448573,15378,20611,Medium,484562,0.1818,0.18761607792555776
2146,Post_2147,TikTok,#Gaming,Tweet,Australia,1365873,210793,21826,38899,Low,271518,0.1988,0.21476667303621932
2147,Post_2148,YouTube,#Education,Post,UK,3236438,331077,62035,20808,High,413920,0.1279,0.14706136808429515
2148,Post_2149,Instagram,#Gaming,Tweet,Australia,1187542,417824,3004,33799,Low,454627,0.3828,0.3853598441149871
2149,Post_2150,TikTok,#Fitness,Post,Germany,347711,204813,98930,24858,Medium,328601,0.945,1.229558455153849
2150,Post_2151,YouTube,#Dance,Shorts,Canada,1869423,167610,54151,30587,Medium,252348,0.135,0.16395379750864303
2151,Post_2152,TikTok,#Fitness,Video,UK,4706191,318830,35920,32602,Low,387352,0.0823,0.08993940109953039
2152,Post_2153,TikTok,#Gaming,Video,Canada,311896,380243,78206,27299,Low,485748,1.5574,1.8081475876574242
2153,Post_2154,TikTok,#Education,Post,UK,970198,143299,46943,46777,High,237019,0.2443,0.2926845860329541
2154,Post_2155,YouTube,#Gaming,Tweet,Canada,2930604,72137,89326,11770,Medium,173233,0.0591,0.08959211138727716
2155,Post_2156,TikTok,#Fitness,Reel,Germany,3351813,93307,40221,28094,High,161622,0.0482,0.06021905159983567
2156,Post_2157,YouTube,#Gaming,Video,USA,3200398,275571,97019,15736,Low,388326,0.1213,0.15165145085080042
2157,Post_2158,Instagram,#Viral,Video,Japan,3011767,223622,99894,9453,High,332969,0.1106,0.14372393349153503
2158,Post_2159,YouTube,#Dance,Post,India,3208192,148479,59728,43085,High,251292,0.0783,0.09694556934248325
2159,Post_2160,TikTok,#Education,Video,Japan,4306154,289599,29188,17469,Low,336256,0.0781,0.08486552036922042
2160,Post_2161,YouTube,#Challenge,Video,Australia,4521597,438998,99103,14083,Medium,552184,0.1221,0.144039152538362
2161,Post_2162,TikTok,#Fitness,Shorts,Canada,119572,481352,83967,27291,Low,592610,4.9561,5.658323018766936
2162,Post_2163,YouTube,#Tech,Reel,USA,3387703,258583,51255,46631,Low,356469,0.1052,0.1203541160485438
2163,Post_2164,Instagram,#Gaming,Tweet,India,628363,74367,94257,13383,High,182007,0.2897,0.43965669525417633
2164,Post_2165,YouTube,#Dance,Post,Australia,3800272,198740,15794,46661,Medium,261195,0.0687,0.07288662495737147
2165,Post_2166,Twitter,#Gaming,Reel,India,3210454,289874,90165,43484,High,423523,0.1319,0.16000478437006105
2166,Post_2167,Twitter,#Dance,Video,Canada,320720,465297,36253,43115,High,544665,1.6983,1.8112933399850337
2167,Post_2168,Twitter,#Music,Tweet,Japan,4217823,141048,38461,5788,High,185297,0.0439,0.053050590316378855
2168,Post_2169,YouTube,#Challenge,Tweet,Canada,3887988,9588,49773,40260,Medium,99621,0.0256,0.03842450131018923
2169,Post_2170,YouTube,#Challenge,Reel,Japan,888391,41916,38940,10831,Medium,91687,0.1032,0.147037734511043
2170,Post_2171,Twitter,#Comedy,Video,Japan,4620289,304155,43414,44280,Medium,391849,0.0848,0.09420687753514986
2171,Post_2172,Instagram,#Viral,Video,India,933951,188820,89181,2551,High,280552,0.3004,0.39588051193263885
2172,Post_2173,YouTube,#Viral,Reel,Brazil,3021490,245628,5788,46874,Medium,298290,0.0987,0.1006384267364777
2173,Post_2174,TikTok,#Viral,Post,Japan,257530,427342,76586,49730,High,553658,2.1499,2.447264396381004
2174,Post_2175,Twitter,#Viral,Shorts,Brazil,428868,248217,34709,49708,Medium,332634,0.7756,0.8565409403359542
2175,Post_2176,TikTok,#Dance,Shorts,Japan,3374576,396248,23904,1717,Low,421869,0.125,0.13209748424690984
2176,Post_2177,Twitter,#Viral,Video,Canada,2974026,445834,2556,36194,High,484584,0.1629,0.16379816450831297
2177,Post_2178,Instagram,#Fashion,Live Stream,UK,2658996,329969,61578,12445,High,403992,0.1519,0.17509240329808695
2178,Post_2179,TikTok,#Comedy,Post,Australia,1343257,494555,85238,41759,Medium,621552,0.4627,0.526176301333252
2179,Post_2180,Instagram,#Viral,Tweet,Canada,4004581,192354,3305,2480,Low,198139,0.0495,0.05030339004255376
2180,Post_2181,Twitter,#Music,Shorts,India,4521859,43194,6727,971,High,50892,0.0113,0.012742325667385914
2181,Post_2182,Instagram,#Music,Live Stream,Canada,3148704,463587,9057,13811,Medium,486455,0.1545,0.15737014339868086
2182,Post_2183,YouTube,#Education,Tweet,UK,263141,181365,92942,5308,High,279615,1.0626,1.4158074948411687
2183,Post_2184,Twitter,#Tech,Post,Japan,1746095,162903,81213,47445,Low,291561,0.167,0.21349010219947942
2184,Post_2185,YouTube,#Fashion,Shorts,UK,2204480,287793,19461,28472,Low,335726,0.1523,0.16112053636231674
2185,Post_2186,YouTube,#Viral,Shorts,UK,1764533,472012,15668,49499,Low,537179,0.3044,0.3133106606677234
2186,Post_2187,YouTube,#Music,Tweet,Brazil,3939014,405603,52812,15241,Medium,473656,0.1202,0.13365476741133694
2187,Post_2188,Twitter,#Dance,Live Stream,Canada,1448171,171170,97460,23669,High,292299,0.2018,0.2691387964542861
2188,Post_2189,YouTube,#Music,Post,Brazil,3151221,407639,84929,11992,Medium,504560,0.1601,0.18706685440342014
2189,Post_2190,TikTok,#Gaming,Post,USA,1320584,445459,33529,3631,Medium,482619,0.3655,0.3908482913620035
2190,Post_2191,Instagram,#Comedy,Live Stream,Canada,3712830,135258,87420,47950,High,270628,0.0729,0.09643533369424401
2191,Post_2192,YouTube,#Fashion,Shorts,UK,658004,435828,78312,29891,Low,544031,0.8268,0.9458042808250405
2192,Post_2193,Twitter,#Tech,Tweet,Australia,2044541,57785,95543,45021,High,198349,0.097,0.1437447329253852
2193,Post_2194,TikTok,#Viral,Reel,Japan,3224016,293451,48981,27567,Medium,369999,0.1148,0.1299559307397978
2194,Post_2195,Instagram,#Fitness,Post,Germany,1615734,285555,68383,31687,Low,385625,0.2387,0.28099179691706677
2195,Post_2196,TikTok,#Challenge,Live Stream,Brazil,639630,343326,96725,48577,Low,488628,0.7639,0.9151431296218127
2196,Post_2197,TikTok,#Viral,Reel,Australia,4027013,187226,91851,23484,High,302561,0.0751,0.09794157605153
2197,Post_2198,Twitter,#Fashion,Tweet,Canada,1006906,153888,62055,43370,Low,259313,0.2575,0.319163854421366
2198,Post_2199,TikTok,#Gaming,Live Stream,Brazil,810419,34397,20268,21325,Low,75990,0.0938,0.11877559632733191
2199,Post_2200,Instagram,#Challenge,Live Stream,Germany,3995291,237537,75689,38151,Medium,351377,0.0879,0.10689233900609492
2200,Post_2201,YouTube,#Viral,Tweet,India,2965309,180167,89358,9672,Medium,279197,0.0942,0.12428890210092776
2201,Post_2202,Twitter,#Tech,Live Stream,USA,1551796,454815,86874,2310,High,543999,0.3506,0.40654377250617996
2202,Post_2203,Instagram,#Fitness,Post,Germany,4913452,306350,2985,44655,Low,353990,0.072,0.07265258722380925
2203,Post_2204,TikTok,#Gaming,Live Stream,India,2443283,82547,85481,19090,Low,187118,0.0766,0.1115707840639009
2204,Post_2205,YouTube,#Challenge,Video,Germany,4037538,373205,89453,48449,High,511107,0.1266,0.1487441108913402
2205,Post_2206,YouTube,#Tech,Reel,Japan,378803,367221,69287,15299,High,451807,1.1927,1.3756332447208708
2206,Post_2207,YouTube,#Music,Live Stream,Germany,591859,475173,79780,15871,Low,570824,0.9645,1.0992550590596746
2207,Post_2208,YouTube,#Dance,Post,Australia,1035827,207082,54620,2009,Medium,263711,0.2546,0.3073206240038153
2208,Post_2209,TikTok,#Education,Live Stream,Japan,2114199,130092,77083,28834,Medium,236009,0.1116,0.14809012775050978
2209,Post_2210,YouTube,#Education,Reel,Brazil,4909844,224556,76869,28192,Medium,329617,0.0671,0.08279000310396828
2210,Post_2211,Twitter,#Fitness,Post,USA,2756985,167281,38374,11465,Low,217120,0.0788,0.09267152342141868
2211,Post_2212,TikTok,#Comedy,Video,Brazil,4854526,409766,24084,33526,High,467376,0.0963,0.10123748435995605
2212,Post_2213,YouTube,#Challenge,Live Stream,Germany,2968614,8940,55512,39938,High,104390,0.0352,0.053864193862859906
2213,Post_2214,Instagram,#Challenge,Post,Brazil,261001,277498,57943,20924,Low,356365,1.3654,1.587380891260953
2214,Post_2215,Instagram,#Fashion,Video,UK,1136022,158575,56196,15648,High,230419,0.2028,0.25229705058528795
2215,Post_2216,YouTube,#Gaming,Shorts,Japan,2831737,137353,78616,8365,High,224334,0.0792,0.10698380534632983
2216,Post_2217,Twitter,#Education,Tweet,Canada,3681125,234402,12937,11806,Low,259145,0.0704,0.07391273048320826
2217,Post_2218,Instagram,#Comedy,Video,Australia,213956,293513,50197,22937,Low,366647,1.7137,1.948269737703079
2218,Post_2219,Twitter,#Education,Tweet,Canada,175511,168183,60981,48874,Low,278038,1.5842,1.9316111240890885
2219,Post_2220,Instagram,#Viral,Video,India,517316,364221,48454,32308,High,444983,0.8602,0.9538405925971747
2220,Post_2221,Instagram,#Fitness,Tweet,Brazil,2776258,317373,95587,17971,High,430931,0.1552,0.1896502414400967
2221,Post_2222,Instagram,#Music,Video,Brazil,3603843,331779,44762,42966,Medium,419507,0.1164,0.12882608926082517
2222,Post_2223,YouTube,#Comedy,Tweet,Australia,965294,180682,20214,10817,Medium,211713,0.2193,0.24026565999581476
2223,Post_2224,YouTube,#Tech,Shorts,UK,4513431,496958,8179,42318,Low,547455,0.1213,0.12310678949118753
2224,Post_2225,Instagram,#Gaming,Live Stream,USA,3087010,167365,34302,37657,High,239324,0.0775,0.0886378728931879
2225,Post_2226,TikTok,#Education,Post,Brazil,2979191,471046,81457,11460,Low,563963,0.1893,0.21664270602321234
2226,Post_2227,Instagram,#Education,Video,Canada,646803,49231,73332,4583,High,127146,0.1966,0.309952180184693
2227,Post_2228,YouTube,#Music,Post,UK,2711276,358664,90509,24286,Medium,473459,0.1746,0.2080083326079676
2228,Post_2229,Twitter,#Gaming,Post,USA,4210489,127953,19306,21718,Low,168977,0.0401,0.044717608809808074
2229,Post_2230,TikTok,#Education,Reel,Australia,3384848,210894,82911,24114,High,317919,0.0939,0.11841890684603858
2230,Post_2231,TikTok,#Music,Tweet,Germany,4799072,236114,47386,40537,Low,324037,0.0675,0.07739475465256616
2231,Post_2232,YouTube,#Fitness,Video,Brazil,3371495,283970,78225,32830,Medium,395025,0.1172,0.14036799698650004
2232,Post_2233,TikTok,#Viral,Reel,UK,28185,105103,37939,16406,Low,159448,5.6572,7.003264147596239
2233,Post_2234,YouTube,#Music,Post,USA,3573243,450012,69135,30432,Low,549579,0.1538,0.17315195188236568
2234,Post_2235,Instagram,#Comedy,Shorts,Germany,182764,157348,86537,11664,Low,255549,1.3982,1.8717362281412093
2235,Post_2236,Twitter,#Education,Reel,India,3380696,215220,38005,6655,High,259880,0.0769,0.08811351272045756
2236,Post_2237,Twitter,#Fashion,Post,Germany,3978070,428088,56427,5317,Low,489832,0.1231,0.13731759370750138
2237,Post_2238,TikTok,#Challenge,Shorts,Japan,4673322,65950,25445,8429,Low,99824,0.0214,0.02680512919931475
2238,Post_2239,YouTube,#Challenge,Post,Canada,940572,408240,54144,49611,Medium,511995,0.5443,0.6019092637246272
2239,Post_2240,TikTok,#Gaming,Post,Australia,1669794,228462,53780,38340,Medium,320582,0.192,0.2241965176542735
2240,Post_2241,TikTok,#Comedy,Tweet,Canada,2204106,441761,7826,15774,Low,465361,0.2111,0.21468432099000684
2241,Post_2242,Twitter,#Fitness,Live Stream,UK,1815867,356490,24330,35584,High,416404,0.2293,0.24271270968633715
2242,Post_2243,Twitter,#Tech,Video,India,2654590,488135,71550,15800,Low,575485,0.2168,0.24374197145321877
2243,Post_2244,YouTube,#Viral,Post,Germany,1816000,113659,22679,34146,Low,170484,0.0939,0.10636729074889868
2244,Post_2245,TikTok,#Challenge,Tweet,India,4524217,407316,32931,25862,Medium,466109,0.103,0.11030416976020381
2245,Post_2246,Twitter,#Fitness,Tweet,India,4946908,203142,39890,30878,High,273910,0.0554,0.06343356294477277
2246,Post_2247,YouTube,#Fashion,Post,Brazil,724235,54370,44166,41676,Low,140212,0.1936,0.25458311183524684
2247,Post_2248,Twitter,#Tech,Tweet,Canada,4549360,280796,69638,48578,Low,399012,0.0877,0.10301448995023475
2248,Post_2249,Twitter,#Viral,Tweet,Australia,3294369,278905,91660,30693,Low,401258,0.1218,0.14962440455213122
2249,Post_2250,YouTube,#Challenge,Post,Australia,1131562,73853,82394,40738,Medium,196985,0.1741,0.24689676747716874
2250,Post_2251,TikTok,#Comedy,Tweet,Australia,994341,435936,50179,47236,Low,533351,0.5364,0.5868509897510009
2251,Post_2252,TikTok,#Fashion,Shorts,USA,4461411,195035,1636,17389,Medium,214060,0.048,0.04834703639722949
2252,Post_2253,YouTube,#Music,Video,USA,3906243,385981,34390,20819,Medium,441190,0.1129,0.12174869817366712
2253,Post_2254,TikTok,#Education,Tweet,Japan,37444,248092,97919,7879,Medium,353890,9.4512,12.06625894669373
2254,Post_2255,YouTube,#Comedy,Reel,Japan,1406957,197077,91374,827,High,289278,0.2056,0.27054984622842065
2255,Post_2256,TikTok,#Dance,Tweet,Brazil,3614546,30253,6220,8336,Medium,44809,0.0124,0.014117678956084664
2256,Post_2257,Twitter,#Viral,Tweet,USA,2173237,348685,72757,47567,High,469009,0.2158,0.24928988416817863
2257,Post_2258,YouTube,#Fashion,Reel,UK,3512308,352367,48651,30525,High,431543,0.1229,0.13671750882895237
2258,Post_2259,Instagram,#Fitness,Post,UK,3336371,199406,96109,1573,Low,297088,0.089,0.11785170174420051
2259,Post_2260,TikTok,#Music,Live Stream,Australia,1792773,196111,17185,44558,High,257854,0.1438,0.1534154073047731
2260,Post_2261,YouTube,#Tech,Post,USA,1164487,190936,74111,26606,Low,291653,0.2505,0.31409882635014386
2261,Post_2262,Instagram,#Music,Post,USA,3785489,39486,15742,31425,Low,86653,0.0229,0.027049345540298756
2262,Post_2263,YouTube,#Education,Shorts,Germany,4654860,203449,26065,43151,Low,272665,0.0586,0.06417593654803797
2263,Post_2264,TikTok,#Comedy,Shorts,UK,4387433,206254,65523,33431,Low,305208,0.0696,0.08449838436279254
2264,Post_2265,Instagram,#Education,Live Stream,Canada,4306085,274903,59924,38017,High,372844,0.0866,0.10050149962204648
2265,Post_2266,YouTube,#Comedy,Tweet,Brazil,3269493,255001,76660,33928,Low,365589,0.1118,0.13526531483627585
2266,Post_2267,Twitter,#Music,Live Stream,Brazil,4226285,275310,91592,30473,Medium,397375,0.094,0.11569664610881661
2267,Post_2268,TikTok,#Tech,Tweet,Australia,2188892,461087,83275,9604,High,553966,0.2531,0.29112491616763186
2268,Post_2269,YouTube,#Fashion,Post,Brazil,770013,8387,28886,19115,Low,56388,0.0732,0.11074358484856749
2269,Post_2270,TikTok,#Comedy,Live Stream,India,842016,244313,18044,22699,Low,285056,0.3385,0.35996940675711625
2270,Post_2271,Twitter,#Music,Live Stream,USA,834815,380472,73770,34678,Low,488920,0.5857,0.6740295754149123
2271,Post_2272,YouTube,#Challenge,Post,Brazil,4935280,316067,91218,33572,Low,440857,0.0893,0.10781049910035499
2272,Post_2273,Instagram,#Dance,Post,India,2610314,497448,37488,3751,High,538687,0.2064,0.2207301497061273
2273,Post_2274,Twitter,#Fitness,Post,Canada,4043662,11341,12132,24625,Medium,48098,0.0119,0.014894914560119021
2274,Post_2275,TikTok,#Challenge,Post,USA,663239,53100,9335,45066,Medium,107501,0.1621,0.17615972522725593
2275,Post_2276,YouTube,#Education,Tweet,Canada,235262,223770,59170,19622,Low,302562,1.2861,1.537570878424905
2276,Post_2277,YouTube,#Fashion,Shorts,Germany,1011367,148407,85203,37176,High,270786,0.2677,0.351987952938943
2277,Post_2278,TikTok,#Gaming,Video,Canada,958894,353889,26494,34577,High,414960,0.4327,0.46037831084562003
2278,Post_2279,Twitter,#Gaming,Post,UK,107075,175627,91997,26950,Low,294574,2.7511,3.610282512257763
2279,Post_2280,Instagram,#Music,Shorts,Japan,2719250,9766,64708,4376,High,78850,0.029,0.05279323342833502
2280,Post_2281,Instagram,#Dance,Post,Canada,4021492,455615,5258,11806,Medium,472679,0.1175,0.11884569209636622
2281,Post_2282,Twitter,#Music,Reel,India,1668627,338390,82782,10516,High,431688,0.2587,0.30831935477491373
2282,Post_2283,YouTube,#Fashion,Tweet,Brazil,2589762,395367,91956,27337,High,514660,0.1987,0.2342361962218922
2283,Post_2284,TikTok,#Challenge,Tweet,Japan,2706964,164322,27291,40079,High,231692,0.0856,0.09567286450798755
2284,Post_2285,YouTube,#Education,Live Stream,India,2181994,78102,72816,15652,High,166570,0.0763,0.10970974255657898
2285,Post_2286,TikTok,#Fashion,Shorts,UK,4812866,463457,70334,41360,Medium,575151,0.1195,0.13411655342159953
2286,Post_2287,Twitter,#Education,Live Stream,USA,2737221,143378,97838,36632,High,277848,0.1015,0.13725088328636964
2287,Post_2288,Instagram,#Fitness,Video,Australia,2986160,146980,99759,23072,Medium,269811,0.0904,0.12376095051839152
2288,Post_2289,TikTok,#Education,Live Stream,UK,3112218,43412,99638,9495,Medium,152545,0.049,0.08102999211494824
2289,Post_2290,YouTube,#Viral,Video,Canada,1178987,190093,72698,10056,Low,272847,0.2314,0.2930863529453675
2290,Post_2291,Twitter,#Music,Shorts,Brazil,1850122,59352,19843,7319,High,86514,0.0468,0.057486479270015704
